filename, 0, 1, 2
img1161_jpg.rf.ce584735f3e8d0637e6b9a8aac198e07.jpg, 0, 1, 1
img1104_jpg.rf.ceaf65c7486000c9f590f7094d42a417.jpg, 0, 1, 0
img1338_jpg.rf.cfb4e41ac6eb198763a2101c105d0718.jpg, 1, 0, 0
img458_jpg.rf.cd9c381b5ba359c643ca1fae2b8a527c.jpg, 1, 0, 0
img1159_jpg.rf.d02f0bc9b81d5f170fe4d202b8559d25.jpg, 1, 0, 0
img588_jpg.rf.d0211c466d2a38b4e73e85d988357326.jpg, 1, 0, 0
img1125_jpg.rf.cf76587bd7cf884ed26c4b10a2274ba2.jpg, 0, 1, 0
img664_jpg.rf.cec6699c6b9aa4b8ba5ae42388b0ed33.jpg, 1, 0, 0
img150_jpg.rf.cdfab28639dffac47d54fcd4070708e1.jpg, 1, 0, 0
img136_jpg.rf.d014746634e96c933e5d639d3bf84f30.jpg, 0, 1, 0
img883_jpg.rf.ce7c0e759dfe75fee6d9dd6f96bd81f7.jpg, 0, 1, 0
img1035_jpg.rf.d01e0c8814ac01f5567f97d8a70aa418.jpg, 1, 0, 0
img266_jpg.rf.cf4d9c36b79fdca7392311e41fe96c3c.jpg, 0, 1, 0
img49_jpg.rf.ce4ce09d90bc26d45f4dcd41843c69a3.jpg, 0, 0, 1
img160_jpg.rf.cfb4344db852bd141235c36869a183b1.jpg, 1, 0, 0
img466_jpg.rf.cf28d65f073c9fc57f3740f1a3c5387b.jpg, 1, 0, 0
img242_jpg.rf.cf90da11ee292b789fd9b0876729ada9.jpg, 0, 0, 1
img77_jpg.rf.cfce9d3d8e6add8336027ccef29c4863.jpg, 0, 1, 0
img32_jpg.rf.cfe7cd916020ff717f495d8035fd89f7.jpg, 0, 1, 0
img1087_jpg.rf.ce8115820103fe43b64da8b01d3b2b2a.jpg, 1, 0, 0
img1416_jpg.rf.cdca0fdc4d05b5807d843b6359fda6f7.jpg, 0, 1, 0
img795_jpg.rf.ce19c417d85a9646ba384d2adfbd53d6.jpg, 0, 0, 1
img614_jpg.rf.cd9b8985497a42f96e49889b2349e1c2.jpg, 0, 1, 0
img750_jpg.rf.cf51f7dbb012fd3807baf987b90fe559.jpg, 1, 0, 0
img999_jpg.rf.d0e7e360e600d20f9a28470b24d513f8.jpg, 0, 1, 0
img120_jpg.rf.d0c0f166206bd7db834461af640986f6.jpg, 1, 0, 0
img402_jpg.rf.d0962d4c9227d7ab502be225ea83f498.jpg, 1, 0, 0
img1214_jpg.rf.d062f0a8639c32bd20967b72eae36461.jpg, 1, 0, 0
img1413_jpg.rf.d1160ef22472c227e26087bca63e3829.jpg, 0, 1, 0
img1324_jpg.rf.d09cdf1a5456da388d269e2f6e856d0b.jpg, 0, 0, 1
img914_jpg.rf.d17a643b05cf0266ba03c3fb616d5272.jpg, 0, 1, 0
img243_jpg.rf.d155beaf37dd348bee1e844b33a72a3f.jpg, 1, 0, 0
img909_jpg.rf.d17ba05ed598c14d49166019c97b637d.jpg, 0, 1, 1
img1417_jpg.rf.d1b5539ad73d0d08184c47656c442f18.jpg, 0, 1, 1
img281_jpg.rf.d1c1b06e5e1f16170c7f5d55d69c5567.jpg, 0, 1, 0
img241_jpg.rf.d1b5a9fff738097ed6730d28c19bef45.jpg, 0, 1, 0
img1021_jpg.rf.d1de336ced1125dfe3802de8a7de2620.jpg, 0, 1, 0
img5_jpg.rf.d1e8aa0901e692eb1c9d5317efc355b1.jpg, 0, 1, 0
img1371_jpg.rf.d2144878e7563b60a21835211a2071af.jpg, 1, 0, 0
img430_jpg.rf.d261bc0a32e8375c29d444be1dfe98df.jpg, 1, 0, 0
img1413_jpg.rf.d25af21386df6005e9fc22790b012d07.jpg, 0, 1, 0
img975_jpg.rf.d2739d4fcfed7109433583960d9d4ed5.jpg, 1, 0, 0
img882_jpg.rf.d2996352fe03fb7ef87289c3d04eb6e6.jpg, 0, 0, 1
img758_jpg.rf.d2db0843c633e9d630ceb63aec7225cd.jpg, 1, 0, 0
img724_jpg.rf.d2e06c6f5fe85be9df23af3177cdd0a7.jpg, 0, 0, 1
img1236_jpg.rf.d2d9b580dab08426392efa298dc6ab5f.jpg, 0, 1, 0
